,id,fleet,fleet_name,unit_number,unit_id,asset_id,asset_label,asset_label_slug,asset_type,asset_type_display,asset_make,asset_model,asset_year,asset_group_name,start_date,end_date,alert_type,alert_id,tags,severity_text,status,workflow_state,workflow_state_display,short_desc,long_desc,values,created_on,updated_on,source,read_by,read,rtdv_url,reviewed_by,repairplans
25,609189,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-04-03 18:45:25+0000,2023-04-03 22:54:57+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 1, 'source': 0, 'ingestion_delay': 209.170276}",2023-04-03 19:40:32+0000,2023-04-04 02:39:57+0000,0,[350],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-04-03T17:45:25&end=2023-04-03T22:54:57&alert_type=faultcode&alert_pk=609189&spn=0&spn=84&spn=190&spn=111,['shadd@preteckt.com'],"[{'id': 11857, 'author': 350, 'author_username': 'shadd@preteckt.com', 'author_full_name': 'Shadd McCormack', 'has_edit_access': False, 'alerts': [609189], 'asset': 1153730, 'asset_label': '8354', 'fleet': 176, 'fleet_name': 'Metrolinx', 'group': None, 'vin': 'SFEA11113GTN40061', 'vmrs_codes': [], 'raw_content': 'Coolant level is fluctuating Please check the coolant level and inspect for leaks. If the coolant is full, please check for chafed or shorted wires for the coolant level sensor. If all okay replace the sensor.', 'rendered_content': '<p>Coolant level is fluctuating Please check the coolant level and inspect for leaks. If the coolant is full, please check for chafed or shorted wires for the coolant level sensor. If all okay replace the sensor.</p>', 'state': 'open', 'comments_count': 2, 'updated_on': '2023-04-04 02:39:55+0000', 'created_on': '2023-04-04 02:39:55+0000'}]"
32,607380,176,Metrolinx,gt-g9akavr6my92,12744,1153728,8355,8355,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-04-03 00:21:48+0000,2023-04-03 01:58:58+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 1, 'source': 0, 'ingestion_delay': 335.74581}",2023-04-03 01:25:36+0000,2023-04-03 09:25:24+0000,0,[138],FALSE,/rtdv/?unit_number=gt-g9akavr6my92&start=2023-04-02T23:21:48&end=2023-04-03T01:58:58&alert_type=faultcode&alert_pk=607380&spn=0&spn=84&spn=190&spn=111,['KevinTalaue'],"[{'id': 11667, 'author': 236, 'author_username': 'sam@preteckt.com', 'author_full_name': 'Sam Lavery', 'has_edit_access': False, 'alerts': [607380, 603026, 593758], 'asset': 1153728, 'asset_label': '8355', 'fleet': 176, 'fleet_name': 'Metrolinx', 'group': None, 'vin': 'SFEA11115GTN40062', 'vmrs_codes': [], 'raw_content': 'The coolant level was low when the coolant was cold but was at the correct level once warmed up. Recommend inspecting the coolant level and ensuring it is at the correct level if the coolant is low check the engine for external leaks and repair if the coolant is at the correct level replace the coolant level sensor', 'rendered_content': '<p>The coolant level was low when the coolant was cold but was at the correct level once warmed up. Recommend inspecting the coolant level and ensuring it is at the correct level if the coolant is low check the engine for external leaks and repair if the coolant is at the correct level replace the coolant level sensor</p>', 'state': 'open', 'comments_count': 0, 'updated_on': '2023-03-27 03:03:51+0000', 'created_on': '2023-03-27 03:03:50+0000'}]"
38,603026,176,Metrolinx,gt-g9akavr6my92,12744,1153728,8355,8355,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-03-31 13:10:37+0000,2023-03-31 23:00:15+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 5, 'source': 0, 'ingestion_delay': 241.16005700000002}",2023-03-31 13:31:44+0000,2023-04-01 00:37:38+0000,0,[350],FALSE,/rtdv/?unit_number=gt-g9akavr6my92&start=2023-03-31T12:10:37&end=2023-03-31T23:00:15&alert_type=faultcode&alert_pk=603026&spn=0&spn=84&spn=190&spn=111,['shadd@preteckt.com'],"[{'id': 11667, 'author': 236, 'author_username': 'sam@preteckt.com', 'author_full_name': 'Sam Lavery', 'has_edit_access': False, 'alerts': [607380, 603026, 593758], 'asset': 1153728, 'asset_label': '8355', 'fleet': 176, 'fleet_name': 'Metrolinx', 'group': None, 'vin': 'SFEA11115GTN40062', 'vmrs_codes': [], 'raw_content': 'The coolant level was low when the coolant was cold but was at the correct level once warmed up. Recommend inspecting the coolant level and ensuring it is at the correct level if the coolant is low check the engine for external leaks and repair if the coolant is at the correct level replace the coolant level sensor', 'rendered_content': '<p>The coolant level was low when the coolant was cold but was at the correct level once warmed up. Recommend inspecting the coolant level and ensuring it is at the correct level if the coolant is low check the engine for external leaks and repair if the coolant is at the correct level replace the coolant level sensor</p>', 'state': 'open', 'comments_count': 0, 'updated_on': '2023-03-27 03:03:51+0000', 'created_on': '2023-03-27 03:03:50+0000'}]"
10,593758,176,Metrolinx,gt-g9akavr6my92,12744,1153728,8355,8355,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-03-27 00:52:45+0000,2023-03-27 04:29:25+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 2, 'source': 0, 'ingestion_delay': 356.46342100000004}",2023-03-27 01:17:22+0000,2023-03-27 10:53:52+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9akavr6my92&start=2023-03-26T23:52:45&end=2023-03-27T04:29:25&alert_type=faultcode&alert_pk=593758&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],"[{'id': 11667, 'author': 236, 'author_username': 'sam@preteckt.com', 'author_full_name': 'Sam Lavery', 'has_edit_access': False, 'alerts': [607380, 603026, 593758], 'asset': 1153728, 'asset_label': '8355', 'fleet': 176, 'fleet_name': 'Metrolinx', 'group': None, 'vin': 'SFEA11115GTN40062', 'vmrs_codes': [], 'raw_content': 'The coolant level was low when the coolant was cold but was at the correct level once warmed up. Recommend inspecting the coolant level and ensuring it is at the correct level if the coolant is low check the engine for external leaks and repair if the coolant is at the correct level replace the coolant level sensor', 'rendered_content': '<p>The coolant level was low when the coolant was cold but was at the correct level once warmed up. Recommend inspecting the coolant level and ensuring it is at the correct level if the coolant is low check the engine for external leaks and repair if the coolant is at the correct level replace the coolant level sensor</p>', 'state': 'open', 'comments_count': 0, 'updated_on': '2023-03-27 03:03:51+0000', 'created_on': '2023-03-27 03:03:50+0000'}]"
47,581693,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-03-20 16:53:24+0000,2023-03-20 17:16:55+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 2, 'source': 0, 'ingestion_delay': 391.745465}",2023-03-20 17:33:08+0000,2023-03-20 21:51:12+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-03-20T15:53:24&end=2023-03-20T17:16:55&alert_type=faultcode&alert_pk=581693&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],"[{'id': 11465, 'author': 236, 'author_username': 'sam@preteckt.com', 'author_full_name': 'Sam Lavery', 'has_edit_access': False, 'alerts': [581693, 569813], 'asset': 1153730, 'asset_label': '8354', 'fleet': 176, 'fleet_name': 'Metrolinx', 'group': None, 'vin': 'SFEA11113GTN40061', 'vmrs_codes': [], 'raw_content': 'Please check the coolant level and inspect for leaks. If the coolant is full, please check for chafed or shorted wires for the coolant level sensor. If all okay replace the sensor.', 'rendered_content': '<p>Please check the coolant level and inspect for leaks. If the coolant is full, please check for chafed or shorted wires for the coolant level sensor. If all okay replace the sensor.</p>', 'state': 'open', 'comments_count': 1, 'updated_on': '2023-03-14 22:10:17+0000', 'created_on': '2023-03-14 22:10:16+0000'}]"
36,569813,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-03-14 11:16:52+0000,2023-03-14 12:44:34+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 2, 'source': 0, 'ingestion_delay': 366.018304}",2023-03-14 11:33:05+0000,2023-03-15 23:25:17+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-03-14T10:16:52&end=2023-03-14T12:44:34&alert_type=faultcode&alert_pk=569813&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],"[{'id': 11465, 'author': 236, 'author_username': 'sam@preteckt.com', 'author_full_name': 'Sam Lavery', 'has_edit_access': False, 'alerts': [581693, 569813], 'asset': 1153730, 'asset_label': '8354', 'fleet': 176, 'fleet_name': 'Metrolinx', 'group': None, 'vin': 'SFEA11113GTN40061', 'vmrs_codes': [], 'raw_content': 'Please check the coolant level and inspect for leaks. If the coolant is full, please check for chafed or shorted wires for the coolant level sensor. If all okay replace the sensor.', 'rendered_content': '<p>Please check the coolant level and inspect for leaks. If the coolant is full, please check for chafed or shorted wires for the coolant level sensor. If all okay replace the sensor.</p>', 'state': 'open', 'comments_count': 1, 'updated_on': '2023-03-14 22:10:17+0000', 'created_on': '2023-03-14 22:10:16+0000'}]"
20,557245,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-03-07 14:37:48+0000,2023-03-07 22:49:25+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 1, 'source': 0}",2023-03-07 15:42:43+0000,2023-03-09 23:51:47+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-03-07T13:37:48&end=2023-03-07T22:49:25&alert_type=faultcode&alert_pk=557245&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
39,549318,176,Metrolinx,gt-g9akavr6my92,12744,1153728,8355,8355,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-03-03 03:12:06+0000,2023-03-03 03:17:13+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 1, 'source': 0}",2023-03-03 04:16:25+0000,2023-03-03 14:16:11+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9akavr6my92&start=2023-03-03T02:12:06&end=2023-03-03T03:17:13&alert_type=faultcode&alert_pk=549318&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
49,545428,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-03-01 05:48:58+0000,2023-03-01 07:34:02+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 8, 'source': 0}",2023-03-01 06:56:33+0000,2023-03-02 17:12:15+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-03-01T04:48:58&end=2023-03-01T07:34:02&alert_type=faultcode&alert_pk=545428&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
1,544607,176,Metrolinx,gt-g9bmd0yuf6es,12743,1152546,8320,8320,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-28 18:38:39+0000,2023-02-28 18:39:31+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 7, 'source': 0}",2023-02-28 19:07:13+0000,2023-03-02 17:04:50+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9bmd0yuf6es&start=2023-02-28T17:38:39&end=2023-02-28T18:39:31&alert_type=faultcode&alert_pk=544607&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],"[{'id': 11253, 'author': 236, 'author_username': 'sam@preteckt.com', 'author_full_name': 'Sam Lavery', 'has_edit_access': False, 'alerts': [544607], 'asset': 1152546, 'asset_label': '8320', 'fleet': 176, 'fleet_name': 'Metrolinx', 'group': None, 'vin': 'SFEA11112GGN40030', 'vmrs_codes': [], 'raw_content': 'The coolant level drops from 100% to 0% and then back to 100. I recommend inspecting the wiring for the coolant level sensor and if no fault is found replace the coolant level sensor', 'rendered_content': '<p>The coolant level drops from 100% to 0% and then back to 100. I recommend inspecting the wiring for the coolant level sensor and if no fault is found replace the coolant level sensor</p>', 'state': 'closed', 'comments_count': 2, 'updated_on': '2023-04-27 20:20:58+0000', 'created_on': '2023-03-02 17:04:45+0000'}]"
2,544472,176,Metrolinx,gt-g992pwm9z7h8,12726,1153729,8353,8353,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-28 16:13:20+0000,2023-02-28 17:04:46+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 5, 'source': 0}",2023-02-28 17:06:59+0000,2023-03-02 17:12:44+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g992pwm9z7h8&start=2023-02-28T15:13:20&end=2023-02-28T17:04:46&alert_type=faultcode&alert_pk=544472&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
3,544278,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-28 14:18:26+0000,2023-02-28 14:18:26+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 3, 'source': 0}",2023-02-28 15:18:45+0000,2023-03-02 17:12:24+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-02-28T13:18:26&end=2023-02-28T14:18:26&alert_type=faultcode&alert_pk=544278&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
9,540863,176,Metrolinx,gt-g9ypbrxkcbua,12727,1152540,8401,8401,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-02-26 17:40:18+0000,2023-02-26 17:40:18+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 1, 'source': 0}",2023-02-26 18:42:47+0000,2023-03-02 17:00:32+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9ypbrxkcbua&start=2023-02-26T16:40:18&end=2023-02-26T17:40:18&alert_type=faultcode&alert_pk=540863&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
26,534615,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-23 03:51:26+0000,2023-02-23 10:09:03+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 2, 'source': 0}",2023-02-23 04:56:22+0000,2023-02-23 14:57:28+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-02-23T02:51:26&end=2023-02-23T10:09:03&alert_type=faultcode&alert_pk=534615&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
33,533862,176,Metrolinx,gt-g992pwm9z7h8,12726,1153729,8353,8353,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-22 15:15:02+0000,2023-02-23 03:15:28+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 5, 'source': 0}",2023-02-22 16:19:26+0000,2023-02-28 17:06:59+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g992pwm9z7h8&start=2023-02-22T14:15:02&end=2023-02-23T03:15:28&alert_type=faultcode&alert_pk=533862&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
1,525667,176,Metrolinx,gt-g992pwm9z7h8,12726,1153729,8353,8353,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-17 19:20:52+0000,2023-02-17 19:59:28+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 5, 'source': 0}",2023-02-17 19:39:56+0000,2023-02-22 16:19:26+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g992pwm9z7h8&start=2023-02-17T18:20:52&end=2023-02-17T19:59:28&alert_type=faultcode&alert_pk=525667&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
6,523234,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-16 16:03:41+0000,2023-02-16 16:51:41+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 1, 'source': 0}",2023-02-16 16:21:47+0000,2023-02-16 18:29:34+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-02-16T15:03:41&end=2023-02-16T16:51:41&alert_type=faultcode&alert_pk=523234&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
34,512627,176,Metrolinx,gt-g9ypbrxkcbua,12727,1152540,8401,8401,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-02-11 00:25:25+0000,2023-02-11 10:05:31+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 4, 'source': 0}",2023-02-11 01:30:21+0000,2023-02-13 16:31:54+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9ypbrxkcbua&start=2023-02-10T23:25:25&end=2023-02-11T10:05:31&alert_type=faultcode&alert_pk=512627&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
40,510675,176,Metrolinx,gt-g9ypbrxkcbua,12727,1152540,8401,8401,bus,Bus,ALEXANDER DENNIS LIMITED,,2017,Alexander Dennis Buses,2023-02-10 01:39:33+0000,2023-02-10 05:03:27+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 2, 'source': 0}",2023-02-10 02:44:05+0000,2023-02-10 15:34:42+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9ypbrxkcbua&start=2023-02-10T00:39:33&end=2023-02-10T05:03:27&alert_type=faultcode&alert_pk=510675&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
42,510314,176,Metrolinx,gt-g9akavr6my92,12744,1153728,8355,8355,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-09 17:50:27+0000,2023-02-10 01:18:12+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 1, 'source': 0}",2023-02-09 21:41:49+0000,2023-02-10 15:42:27+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9akavr6my92&start=2023-02-09T16:50:27&end=2023-02-10T01:18:12&alert_type=faultcode&alert_pk=510314&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
44,509865,176,Metrolinx,gt-g9bmd0yuf6es,12743,1152546,8320,8320,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-09 15:25:53+0000,2023-02-09 15:36:05+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 7, 'source': 0}",2023-02-09 16:32:57+0000,2023-02-09 18:32:49+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9bmd0yuf6es&start=2023-02-09T14:25:53&end=2023-02-09T15:36:05&alert_type=faultcode&alert_pk=509865&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
6,501278,176,Metrolinx,gt-g9bmd0yuf6es,12743,1152546,8320,8320,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-05 20:44:50+0000,2023-02-05 20:45:59+0000,faultcode,923920,"['Cooling', 'Fluid Levels']",Severe,archived,active,Active,SPN-FMI: 111-18,111-18: Coolant Level - Data Valid But Below Normal Operating Range - Moderately Severe Level,"{'FMI': 18, 'SPN': 111, 'count': 4, 'source': 0}",2023-02-05 20:52:21+0000,2023-02-08 15:32:32+0000,0,[236],FALSE,/rtdv/?unit_number=gt-g9bmd0yuf6es&start=2023-02-05T19:44:50&end=2023-02-05T20:45:59&alert_type=faultcode&alert_pk=501278&spn=0&spn=84&spn=190&spn=111,['sam@preteckt.com'],[]
39,530583,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-21 02:33:29+0000,2023-02-21 02:45:54+0000,faultcode,923664,"['Cooling', 'Fluid Levels']",Low,archived,active,Active,SPN-FMI: 111-17,111-17: Coolant Level - Data Valid But Below Normal Operating Range - Least Severe Level,"{'FMI': 17, 'SPN': 111, 'count': 7, 'source': 0}",2023-02-21 02:42:43+0000,2023-02-21 04:46:22+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-02-21T01:33:29&end=2023-02-21T02:45:54&alert_type=faultcode&alert_pk=530583&spn=0&spn=84&spn=190&spn=111,[],[]
48,527469,176,Metrolinx,gt-g9adsbfd9s75,12728,1152538,8325,8325,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-18 20:53:12+0000,2023-02-19 05:03:20+0000,faultcode,923664,"['Cooling', 'Fluid Levels']",Low,archived,active,Active,SPN-FMI: 111-17,111-17: Coolant Level - Data Valid But Below Normal Operating Range - Least Severe Level,"{'FMI': 17, 'SPN': 111, 'count': 18, 'source': 0}",2023-02-18 21:24:53+0000,2023-02-19 07:42:23+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9adsbfd9s75&start=2023-02-18T19:53:12&end=2023-02-19T05:03:20&alert_type=faultcode&alert_pk=527469&spn=0&spn=84&spn=190&spn=111,[],[]
49,525854,176,Metrolinx,gt-g9adsbfd9s75,12728,1152538,8325,8325,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-17 21:54:38+0000,2023-02-17 22:00:32+0000,faultcode,923664,"['Cooling', 'Fluid Levels']",Low,archived,active,Active,SPN-FMI: 111-17,111-17: Coolant Level - Data Valid But Below Normal Operating Range - Least Severe Level,"{'FMI': 17, 'SPN': 111, 'count': 16, 'source': 0}",2023-02-17 22:12:43+0000,2023-02-18 00:33:44+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9adsbfd9s75&start=2023-02-17T20:54:38&end=2023-02-17T22:00:32&alert_type=faultcode&alert_pk=525854&spn=0&spn=84&spn=190&spn=111,[],[]
7,523233,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-16 15:50:21+0000,2023-02-16 16:04:48+0000,faultcode,923664,"['Cooling', 'Fluid Levels']",Low,archived,active,Active,SPN-FMI: 111-17,111-17: Coolant Level - Data Valid But Below Normal Operating Range - Least Severe Level,"{'FMI': 17, 'SPN': 111, 'count': 5, 'source': 0}",2023-02-16 16:21:47+0000,2023-02-16 18:29:34+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-02-16T14:50:21&end=2023-02-16T16:04:48&alert_type=faultcode&alert_pk=523233&spn=0&spn=84&spn=190&spn=111,[],[]
8,521694,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-15 23:48:53+0000,2023-02-15 23:48:53+0000,faultcode,923664,"['Cooling', 'Fluid Levels']",Low,archived,active,Active,SPN-FMI: 111-17,111-17: Coolant Level - Data Valid But Below Normal Operating Range - Least Severe Level,"{'FMI': 17, 'SPN': 111, 'count': 3, 'source': 0}",2023-02-15 23:54:55+0000,2023-02-16 03:21:52+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-02-15T22:48:53&end=2023-02-15T23:48:53&alert_type=faultcode&alert_pk=521694&spn=0&spn=84&spn=190&spn=111,[],[]
14,520273,176,Metrolinx,gt-g9sfxvdahumy,12740,1153730,8354,8354,bus,Bus,ALEXANDER DENNIS LIMITED,,2016,Alexander Dennis Buses,2023-02-15 05:41:43+0000,2023-02-15 05:41:43+0000,faultcode,923664,"['Cooling', 'Fluid Levels']",Low,archived,active,Active,SPN-FMI: 111-17,111-17: Coolant Level - Data Valid But Below Normal Operating Range - Least Severe Level,"{'FMI': 17, 'SPN': 111, 'count': 2, 'source': 0}",2023-02-15 06:28:46+0000,2023-02-15 09:09:42+0000,0,[],FALSE,/rtdv/?unit_number=gt-g9sfxvdahumy&start=2023-02-15T04:41:43&end=2023-02-15T05:41:43&alert_type=faultcode&alert_pk=520273&spn=0&spn=84&spn=190&spn=111,[],[]
